date,close,return_1d,return_5d,return_10d,return_20d,return_40d,return_60d,return_1d_lag1,return_5d_lag1,return_10d_lag1,return_20d_lag1,return_1d_lag2,return_5d_lag2,return_10d_lag2,return_20d_lag2,return_1d_lag3,return_5d_lag3,return_10d_lag3,return_20d_lag3,return_1d_lag4,return_5d_lag4,return_10d_lag4,return_20d_lag4,return_1d_lag5,return_5d_lag5,return_10d_lag5,return_20d_lag5,target_1d,target_5d,target_10d,target_20d
2020-01-02,118000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.016949152542372836,-0.011268041371581328,0.00042292301768442897,0.002280422797953374
2020-01-03,116000,-0.016949152542372836,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.004347990835542381,0.002134551866002976,0.003340134584084664
2020-01-06,116000,0.0,,,,,,-0.016949152542372836,,,,,,,,,,,,,,,,,,,,-0.004310344827586188,-0.0017301141726073777,0.0017109052671002711,0.003340134584084664
2020-01-07,115500,-0.004310344827586188,,,,,,0.0,,,,-0.016949152542372836,,,,,,,,,,,,,,,,-0.030303030303030276,0.0008643055258445997,0.0012911733310529971,0.006698907608260862
2020-01-08,112000,-0.030303030303030276,,,,,,-0.004310344827586188,,,,0.0,,,,-0.016949152542372836,,,,,,,,,,,,-0.004464285714285698,0.005300650413621488,0.01264814112313628,0.007865695917705251
2020-01-09,111500,-0.004464285714285698,-0.011268041371581328,,,,,-0.030303030303030276,,,,-0.004310344827586188,,,,0.0,,,,-0.016949152542372836,,,,,,,,0.017937219730941756,0.012252123707656493,0.01585930840294969,0.007705025083466266
2020-01-10,113500,0.017937219730941756,-0.004347990835542381,,,,,-0.004464285714285698,,,,-0.030303030303030276,,,,-0.004310344827586188,,,,0.0,,,,-0.016949152542372836,,,,0.013215859030837107,0.008659301442531575,0.01444275170055187,0.007769013811901315
2020-01-13,115000,0.013215859030837107,-0.0017301141726073777,,,,,0.017937219730941756,,,,-0.004464285714285698,,,,-0.030303030303030276,,,,-0.004310344827586188,,,,0.0,,,,0.008695652173912993,0.005163785842711599,0.013111734203772984,0.008421400024993142
2020-01-14,116000,0.008695652173912993,0.0008643055258445997,,,,,0.013215859030837107,,,,0.017937219730941756,,,,-0.004464285714285698,,,,-0.030303030303030276,,,,-0.004310344827586188,,,,-0.008620689655172376,0.0017182231950298998,0.009497434438211938,0.006861378993159306
2020-01-15,115000,-0.008620689655172376,0.005300650413621488,,,,,0.008695652173912993,,,,0.013215859030837107,,,,0.017937219730941756,,,,-0.004464285714285698,,,,-0.030303030303030276,,,,0.0304347826086957,0.020049332802310582,0.008373020177530721,0.0074863511223686174
2020-01-16,118500,0.0304347826086957,0.012252123707656493,0.00042292301768442897,,,,-0.008620689655172376,-0.011268041371581328,,,0.008695652173912993,,,,0.013215859030837107,,,,0.017937219730941756,,,,-0.004464285714285698,,,,0.0,0.019479347387328705,0.004141371425059326,0.00672544892651894
2020-01-17,118500,0.0,0.008659301442531575,0.002134551866002976,,,,0.0304347826086957,-0.004347990835542381,,,-0.008620689655172376,,,,0.008695652173912993,,,,0.013215859030837107,,,,0.017937219730941756,,,,-0.00421940928270037,0.02025936310311227,0.00454716763604357,0.0055991009423683735
2020-01-20,118000,-0.00421940928270037,0.005163785842711599,0.0017109052671002711,,,,0.0,-0.0017301141726073777,,,0.0304347826086957,,,,-0.008620689655172376,,,,0.008695652173912993,,,,0.013215859030837107,,,,-0.008474576271186418,0.021122527927988077,0.004972013755586424,0.005430805004224881
2020-01-21,117000,-0.008474576271186418,0.0017182231950298998,0.0012911733310529971,,,,-0.00421940928270037,0.0008643055258445997,,,0.0,,,,0.0304347826086957,,,,-0.008620689655172376,,,,0.008695652173912993,,,,0.08547008547008539,0.017337058007100614,0.012135847765627927,0.005281926229299794
2020-01-22,127000,0.08547008547008539,0.020049332802310582,0.01264814112313628,,,,-0.008474576271186418,0.005300650413621488,,,-0.00421940928270037,,,,0.0,,,,0.0304347826086957,,,,-0.008620689655172376,,,,0.027559055118110187,-0.0031696358954262926,0.0031058368221126287,0.0003922357773946672
2020-01-23,130500,0.027559055118110187,0.019479347387328705,0.01585930840294969,,,,0.08547008547008539,0.012252123707656493,,,-0.008474576271186418,-0.011268041371581328,,,-0.00421940928270037,,,,0.0,,,,0.0304347826086957,,,,0.003831417624521105,-0.010965846055224104,-0.00038380395912618326,-0.0031581124774281433
2020-01-28,131000,0.003831417624521105,0.02025936310311227,0.01444275170055187,,,,0.027559055118110187,0.008659301442531575,,,0.08547008547008539,-0.004347990835542381,,,-0.008474576271186418,,,,-0.00421940928270037,,,,0.0,,,,0.0,-0.010923056921153251,0.0011391805963649748,-0.0033486952322629993
2020-01-29,131000,0.0,0.021122527927988077,0.013111734203772984,,,,0.003831417624521105,0.005163785842711599,,,0.027559055118110187,-0.0017301141726073777,,,0.08547008547008539,,,,-0.008474576271186418,,,,-0.00421940928270037,,,,-0.026717557251908386,-0.010923056921153251,0.0037527803659114234,-0.0033486952322629993
2020-01-30,127500,-0.026717557251908386,0.017337058007100614,0.009497434438211938,,,,0.0,0.0017182231950298998,,,0.003831417624521105,0.0008643055258445997,,,0.027559055118110187,,,,0.08547008547008539,,,,-0.008474576271186418,,,,-0.019607843137254943,0.006961229092567134,0.004232206961647389,-0.002612871443710474
2020-01-31,125000,-0.019607843137254943,-0.0031696358954262926,0.008373020177530721,,,,-0.026717557251908386,0.020049332802310582,,,0.0,0.005300650413621488,,,0.003831417624521105,,,,0.027559055118110187,,,,0.08547008547008539,,,,-0.01200000000000001,0.009420816319588132,0.00660046172116191,-0.00416040189578093
2020-02-03,123500,-0.01200000000000001,-0.010965846055224104,0.004141371425059326,0.002280422797953374,,,-0.019607843137254943,0.019479347387328705,0.00042292301768442897,,-0.026717557251908386,0.012252123707656493,,,0.0,-0.011268041371581328,,,0.003831417624521105,,,,0.027559055118110187,,,,0.004048582995951344,0.01031145931793609,0.009316176344736915,-0.004213016199235531
2020-02-04,124000,0.004048582995951344,-0.010923056921153251,0.00454716763604357,0.003340134584084664,,,-0.01200000000000001,0.02025936310311227,0.002134551866002976,,-0.019607843137254943,0.008659301442531575,,,-0.026717557251908386,-0.004347990835542381,,,0.0,,,,0.003831417624521105,,,,0.0,0.013348522517587114,0.006652135803419945,-0.004854595374271908
2020-02-05,124000,0.0,-0.010923056921153251,0.004972013755586424,0.003340134584084664,,,0.004048582995951344,0.021122527927988077,0.0017109052671002711,,-0.01200000000000001,0.005163785842711599,,,-0.019607843137254943,-0.0017301141726073777,,,-0.026717557251908386,,,,0.0,,,,0.06451612903225801,0.018646376444729773,0.005889805700894701,-0.004633917465063142
2020-02-06,132000,0.06451612903225801,0.006961229092567134,0.012135847765627927,0.006698907608260862,,,0.0,0.017337058007100614,0.0012911733310529971,,0.004048582995951344,0.0017182231950298998,,,-0.01200000000000001,0.0008643055258445997,,,-0.019607843137254943,,,,-0.026717557251908386,,,,-0.007575757575757569,0.0015105809067392784,-0.0015255823274565872,-0.007303373509641831
2020-02-07,131000,-0.007575757575757569,0.009420816319588132,0.0031058368221126287,0.007865695917705251,,,0.06451612903225801,-0.0031696358954262926,0.01264814112313628,,0.0,0.020049332802310582,,,0.004048582995951344,0.005300650413621488,,,-0.01200000000000001,,,,-0.019607843137254943,,,,-0.007633587786259555,0.0037879872852331076,-0.002314024436117168,-0.008472990269733693
